BSSID,recordDate,latitude,longitude,accuracy,RSSI,ssid,securityType,Channel,frequency,capabilities,totalSurveys,inconsistentLocation,SNR,Estimated_Distance,AP_Load,Congestion_Level,Throughput,Packet_Loss,Latency,Jitter,Optimal_AP,Optimal_Rate,distance_moved,Mobility_Flag,Recovered_From_Disconnect,Avg_Neighbor_RSSI,Avg_Throughput_BSSID,Avg_PacketLoss_BSSID,Fairness_Index,Best_AP_Label,Composite_Score
ea:cb:ac:33:95:35,1970-01-01 00:27:59.139812844,52.0573716666667,-2.71527833333333,6.90000009536743,-82,_WilkoCustomer,OPEN,0,5240,[ESS],3,0,8,54.116952654646376,29,175750.0,0.53,100,52795.0,9.79,0,300,0.0,False,False,-79.48109800144474,0.53,100.0,0.4448582420192499,AP9,0.0628804110021315
ee:cb:ac:33:2f:0b,1970-01-01 00:27:59.139812845,52.0573716666667,-2.71527833333333,6.90000009536743,-84,WilkoTeamMember,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0,6,63.09573444801933,10,175750.0,1.09,100,52795.0,2.25,0,36,0.0,False,False,-79.48093747491772,1.09,100.0,0.4448582420192499,AP30,0.20053573823620385
fe:cb:ac:33:2f:0b,1970-01-01 00:27:59.139812846,52.0573716666667,-2.71527833333333,6.90000009536743,-84,WilkoRetailApps,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0,6,63.09573444801933,25,175750.0,0.46,100,52795.0,1.34,0,48,0.0,False,False,-79.48093747491772,0.46,100.0,0.4448582420192499,AP31,0.21195561905856783
e2:9e:38:73:51:55,1970-01-01 00:27:59.139812846,52.0573716666667,-2.71527833333333,6.90000009536743,-86,DOIWiFi,WPA2,0,5280,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],8,0,4,73.56422544596414,10,175750.0,0.73,100,52795.0,9.9,0,6,0.0,False,False,-79.48077694839073,0.73,100.0,0.4448582420192499,AP7,0.04896236703568015
ea:9e:38:73:51:55,1970-01-01 00:27:59.139812846,52.0573716666667,-2.71527833333333,6.90000009536743,-86,FOHWifi,WPA2,0,5280,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],8,0,4,73.56422544596414,14,175750.0,0.53,100,52795.0,3.96,0,54,0.0,False,False,-79.48077694839073,0.53,100.0,0.4448582420192499,AP23,0.15723793178822373
f6:9e:38:73:51:55,1970-01-01 00:27:59.139812846,52.0573716666667,-2.71527833333333,6.90000009536743,-86,GovWifi,WPA2,0,5280,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],8,0,4,73.56422544596414,29,175750.0,0.27,100,52795.0,1.43,0,150,0.0,False,False,-79.48077694839073,0.27,100.0,0.4448582420192499,AP30,0.20184801781838213
f2:9e:38:73:51:55,1970-01-01 00:27:59.139812846,52.0573716666667,-2.71527833333333,6.90000009536743,-86,RaS%%cWiFi,WPA2,0,5280,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5,0,4,73.56422544596414,5,175750.0,1.33,100,52795.0,4.85,0,72,0.0,False,False,-79.48077694839073,1.33,100.0,0.4448582420192499,AP22,0.14765419129656804
00:1d:aa:19:96:70,1970-01-01 00:27:59.139812849,52.0573716666667,-2.71527833333333,6.90000009536743,-95,AF_HEREFORD,WPA2,0,2412,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0,-5,146.7799267622069,6,175750.0,0.0,100,52795.0,8.19,0,48,0.0,False,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP6,0.04372260015117158
ea:cb:ac:33:7e:7e,1970-01-01 00:27:59.139818214,52.0573716666667,-2.71527833333333,6.90000009536743,-72,_WilkoCustomer,OPEN,0,5240,[ESS],6,0,18,25.118864315095795,21,175750.0,1.64,100,52795.0,3.27,0,72,0.0,False,True,-79.48190063407978,1.64,100.0,0.4448582420192499,AP34,0.22720537280843245
ee:cb:ac:33:7e:7e,1970-01-01 00:27:59.139818214,52.0573716666667,-2.71527833333333,6.90000009536743,-73,WilkoTeamMember,WPA2,0,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0,17,27.12272579332028,23,175750.0,1.42,100,52795.0,7.66,0,24,0.0,False,False,-79.48182037081628,1.42,100.0,0.4448582420192499,AP21,0.14061083719571635
ea:cb:ac:33:8d:a4,1970-01-01 00:27:59.139818215,52.0573716666667,-2.71527833333333,6.90000009536743,-75,_WilkoCustomer,OPEN,0,5240,[ESS],5,0,15,31.6227766016838,29,175750.0,1.0,100,52795.0,4.96,0,72,0.0,False,False,-79.48165984428927,1.0,100.0,0.4448582420192499,AP27,0.18018680208762242
00:84:b0:de:78:d4,1970-01-01 00:27:59.139818216,52.0573716666667,-2.71527833333333,6.90000009536743,-78,BTHub3-CWSP,WPA2,0,2412,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],1,0,12,39.81071705534973,14,175750.0,1.6,100,52795.0,8.0,0,150,0.0,False,False,-79.48141905449876,1.6,100.0,0.4448582420192499,AP18,0.11885972990104247
ea:9e:28:73:51:55,1970-01-01 00:27:59.139818216,52.0573716666667,-2.71527833333333,6.90000009536743,-77,FOHWifi,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0,13,36.86945064519576,20,175750.0,1.24,100,52795.0,3.21,0,18,0.0,False,False,-79.48149931776226,1.24,100.0,0.4448582420192499,AP31,0.2078608107035422
ea:cb:ac:33:3a:7c,1970-01-01 00:27:59.139818217,52.0573716666667,-2.71527833333333,6.90000009536743,-81,_WilkoCustomer,OPEN,0,5220,[ESS],6,0,9,50.11872336272722,22,175750.0,0.78,100,52795.0,3.86,0,48,0.0,False,False,-79.48117826470825,0.78,100.0,0.4448582420192499,AP26,0.17825213042048457
f6:9e:28:73:51:55,1970-01-01 00:27:59.139818217,52.0573716666667,-2.71527833333333,6.90000009536743,-79,GovWifi,WPA2,0,2462,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,11,42.98662347082277,22,175750.0,0.96,100,52795.0,4.53,0,18,0.0,False,False,-79.48133879123525,0.96,100.0,0.4448582420192499,AP26,0.17419943582422334
fe:cb:ac:33:3a:7c,1970-01-01 00:27:59.139818218,52.0573716666667,-2.71527833333333,6.90000009536743,-83,WilkoRetailApps,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0,7,58.43414133735176,24,175750.0,0.56,100,52795.0,3.27,0,12,0.0,False,False,-79.48101773818124,0.56,100.0,0.4448582420192499,AP27,0.18047845648577301
ee:cb:ac:33:3a:7c,1970-01-01 00:27:59.139818218,52.0573716666667,-2.71527833333333,6.90000009536743,-82,WilkoTeamMember,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0,8,54.116952654646376,8,175750.0,1.78,100,52795.0,8.7,0,36,0.0,False,False,-79.48109800144474,1.78,100.0,0.4448582420192499,AP14,0.09384331648391957
ee:cb:ac:33:8d:a4,1970-01-01 00:27:59.139823675,52.0573716666667,-2.71527833333333,6.90000009536743,-74,WilkoTeamMember,WPA2,0,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5,0,16,29.28644564625236,8,175750.0,3.56,92,52791.0,4.65,0,300,0.0,False,True,-79.48174010755277,3.56,92.0,0.4448582420192499,AP35,0.23257836359316264
f2:9e:38:73:5c:79,1970-01-01 00:27:59.139823676,52.0573716666667,-2.71527833333333,6.90000009536743,-76,RaS%%cWiFi,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,14,34.14548873833603,24,175750.0,1.12,100,52795.0,3.1,0,150,0.0,False,False,-79.48157958102577,1.12,100.0,0.4448582420192499,AP32,0.21226454713632303
e2:9e:38:73:5c:79,1970-01-01 00:27:59.139823676,52.0573716666667,-2.71527833333333,6.90000009536743,-76,DOIWiFi,WPA2,0,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,14,34.14548873833603,7,175750.0,3.5,93,52791.5,6.82,0,36,0.0,False,False,-79.48157958102577,3.5,93.0,0.4448582420192499,AP27,0.18242604061366274
fe:cb:ac:33:8d:a4,1970-01-01 00:27:59.139823676,52.0573716666667,-2.71527833333333,6.90000009536743,-74,WilkoRetailApps,WPA2,0,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5,0,16,29.28644564625236,23,175750.0,1.33,100,52795.0,5.52,0,300,0.0,False,False,-79.48174010755277,1.33,100.0,0.4448582420192499,AP26,0.17606311041977288
ea:9e:38:73:5c:79,1970-01-01 00:27:59.139823676,52.0573716666667,-2.71527833333333,6.90000009536743,-76,FOHWifi,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,14,34.14548873833603,24,175750.0,1.12,100,52795.0,3.59,0,72,0.0,False,False,-79.48157958102577,1.12,100.0,0.4448582420192499,AP30,0.203190473062249
f6:9e:38:73:5c:79,1970-01-01 00:27:59.139823676,52.0573716666667,-2.71527833333333,6.90000009536743,-76,GovWifi,WPA2,0,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,14,34.14548873833603,12,175750.0,2.15,98,52794.0,6.32,0,24,0.0,False,False,-79.48157958102577,2.15,98.0,0.4448582420192499,AP25,0.16680993129437896
fe:cb:ac:33:95:35,1970-01-01 00:27:59.139823679,52.0573716666667,-2.71527833333333,6.90000009536743,-80,WilkoRetailApps,WPA2,0,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,10,46.4158883361278,24,175750.0,0.8,100,52795.0,2.61,0,36,0.0,False,False,-79.48125852797175,0.8,100.0,0.4448582420192499,AP30,0.20497408263759606
d4:76:a0:82:c0:59,1970-01-01 00:27:59.139823679,52.0573716666667,-2.71527833333333,6.90000009536743,-84,ISEnet,WPA2,0,5500,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,6,63.09573444801933,10,175750.0,1.09,100,52795.0,1.69,0,36,0.0,False,False,-79.48093747491772,1.09,100.0,0.4448582420192499,AP31,0.21090610860657422
ee:cb:ac:33:95:35,1970-01-01 00:27:59.139823679,52.0573716666667,-2.71527833333333,6.90000009536743,-80,WilkoTeamMember,WPA2,0,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,10,46.4158883361278,20,175750.0,0.95,100,52795.0,3.34,0,36,0.0,False,False,-79.48125852797175,0.95,100.0,0.4448582420192499,AP29,0.19274889055466984
f2:9e:28:73:51:55,1970-01-01 00:27:59.139823679,52.0573716666667,-2.71527833333333,6.90000009536743,-84,RaS%%cWiFi,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,6,63.09573444801933,22,175750.0,0.52,100,52795.0,9.75,0,6,0.0,False,False,-79.48093747491772,0.52,100.0,0.4448582420192499,AP8,0.05673220889206405
d4:76:a0:82:c0:58,1970-01-01 00:27:59.139823681,52.0573716666667,-2.71527833333333,6.90000009536743,-87,STRNet,WPA2,0,5500,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,3,79.43282347242814,26,175750.0,0.22,100,52795.0,5.22,0,72,0.0,False,False,-79.48069668512721,0.22,100.0,0.4448582420192499,AP19,0.12783036327711517
ee:cb:ac:33:b5:9b,1970-01-01 00:27:59.139823681,52.0573716666667,-2.71527833333333,6.90000009536743,-92,WilkoTeamMember,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-2,116.59144011798324,29,175750.0,0.0,100,52795.0,5.35,0,300,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP16,0.10651927437641724
fe:cb:ac:33:b5:9b,1970-01-01 00:27:59.139823682,52.0573716666667,-2.71527833333333,6.90000009536743,-92,WilkoRetailApps,WPA2,0,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-2,116.59144011798324,28,175750.0,0.0,100,52795.0,6.29,0,300,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP13,0.08911186696900981
16:60:f9:a9:9d:74,1970-01-01 00:27:59.139823682,52.0573716666667,-2.71527833333333,6.90000009536743,-97,xTFS,WPA2,0,2462,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0,-7,171.1328304161781,29,175750.0,0.0,100,52795.0,2.58,0,18,0.0,False,False,-79.47989405249217,0.0,100.0,0.4448582420192499,AP21,0.14080876795162509
fe:cb:bc:33:8d:a4,1970-01-01 00:27:59.139829083,52.0573716666667,-2.71527833333333,6.90000009536743,-71,WilkoRetailApps,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,19,23.263050671536263,19,175750.0,1.9,100,52795.0,9.54,0,24,0.0,False,True,-79.48198089734329,1.9,100.0,0.4448582420192499,AP17,0.11673738806323246
d4:76:a0:82:be:b9,1970-01-01 00:27:59.139829084,52.0573716666667,-2.71527833333333,6.90000009536743,-83,ISEnet,WPA2,0,2412,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],4,0,7,58.43414133735176,26,175750.0,0.52,100,52795.0,7.75,0,24,0.0,False,False,-79.48101773818124,0.52,100.0,0.4448582420192499,AP14,0.09717060647331877
d4:76:a0:82:8e:d1,1970-01-01 00:27:59.139834386,52.057615,-2.71498333333333,11.5,-73,ISEnet,WPA2,0,2437,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,17,27.12272579332028,23,175750.0,1.42,100,52795.0,5.42,0,18,33.74766476807223,True,False,-79.48182037081628,1.42,100.0,0.4448582420192499,AP27,0.18209231867719786
d4:76:a0:82:8e:d8,1970-01-01 00:27:59.139834386,52.057615,-2.71498333333333,11.5,-66,STRNet,WPA2,0,5640,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0,24,15.848931924611133,15,175750.0,3.0,91,52790.5,5.13,0,12,0.0,False,False,-79.48238221366081,3.0,91.0,0.4448582420192499,AP37,0.24871902649677954
d4:76:a0:82:8e:d9,1970-01-01 00:27:59.139834386,52.057615,-2.71498333333333,11.5,-66,ISEnet,WPA2,0,5640,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],5,0,24,15.848931924611133,16,175750.0,2.82,92,52791.0,7.4,0,24,0.0,False,False,-79.48238221366081,2.82,92.0,0.4448582420192499,AP30,0.20248291160538934
d4:76:a0:82:be:b8,1970-01-01 00:27:59.139834387,52.057615,-2.71498333333333,11.5,-80,STRNet,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0,10,46.4158883361278,9,175750.0,2.0,99,52794.5,5.04,0,300,0.0,False,False,-79.48125852797175,2.0,99.0,0.4448582420192499,AP26,0.1729677802539772
02:1d:aa:18:a0:74,1970-01-01 00:27:59.139839685,52.057615,-2.71498333333333,11.5,-65,AF_MEMBERS,WPA2,0,2437,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],8,0,25,14.6779926762207,23,175750.0,2.08,98,52794.0,8.41,0,12,0.0,False,True,-79.48246247692431,2.08,98.0,0.4448582420192499,AP24,0.16491764124046007
d4:76:a0:82:8e:d0,1970-01-01 00:27:59.139839686,52.057615,-2.71498333333333,11.5,-74,STRNet,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,16,29.28644564625236,19,175750.0,1.6,100,52795.0,8.45,0,6,0.0,False,False,-79.48174010755277,1.6,100.0,0.4448582420192499,AP18,0.12413183874457985
fe:cb:ac:33:7d:32,1970-01-01 00:27:59.139844917,52.057615,-2.71498333333333,11.5,-75,WilkoRetailApps,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,15,31.6227766016838,5,175750.0,5.0,90,52790.0,9.86,0,72,0.0,False,False,-79.48165984428927,5.0,90.0,0.4448582420192499,AP22,0.1504056276124348
00:50:7f:f1:33:c5,1970-01-01 00:27:59.139844917,52.057615,-2.71498333333333,11.5,-69,AF_HEREFORD,WPA2,0,2462,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],5,0,21,19.9526231496888,14,175750.0,2.8,93,52791.5,8.75,0,300,0.0,False,False,-79.48214142387029,2.8,93.0,0.4448582420192499,AP24,0.16445930031634823
d4:76:a0:82:be:c1,1970-01-01 00:27:59.139844918,52.057615,-2.71498333333333,11.5,-77,ISEnet,WPA2,0,5580,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0,13,36.86945064519576,24,175750.0,1.04,100,52795.0,3.7,0,12,0.0,False,False,-79.48149931776226,1.04,100.0,0.4448582420192499,AP29,0.19706230138201164
d4:76:a0:82:be:c0,1970-01-01 00:27:59.139844918,52.057615,-2.71498333333333,11.5,-75,STRNet,WPA2,0,5580,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,15,31.6227766016838,17,175750.0,1.67,100,52795.0,5.15,0,18,0.0,False,False,-79.48165984428927,1.67,100.0,0.4448582420192499,AP27,0.18244514164808304
ee:cb:ac:33:7d:32,1970-01-01 00:27:59.139844918,52.057615,-2.71498333333333,11.5,-75,WilkoTeamMember,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,15,31.6227766016838,7,175750.0,3.75,92,52791.0,6.13,0,54,0.0,False,False,-79.48165984428927,3.75,92.0,0.4448582420192499,AP30,0.20340780912662118
ea:cb:ac:33:7d:32,1970-01-01 00:27:59.139844918,52.057615,-2.71498333333333,11.5,-76,_WilkoCustomer,OPEN,0,5180,[ESS],2,0,14,34.14548873833603,7,175750.0,3.5,93,52791.5,9.61,0,300,0.0,False,False,-79.48157958102577,3.5,93.0,0.4448582420192499,AP19,0.1307593739469961
d4:76:a0:82:a6:30,1970-01-01 00:27:59.139850095,52.057615,-2.71498333333333,11.5,-69,STRNet,WPA2,0,5280,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0,21,19.9526231496888,16,175750.0,2.47,95,52792.5,4.93,0,6,0.0,False,True,-79.48214142387029,2.47,95.0,0.4448582420192499,AP34,0.227060550635501
d4:76:a0:82:a6:29,1970-01-01 00:27:59.139850095,52.057615,-2.71498333333333,11.5,-71,ISEnet,WPA2,0,2412,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],7,0,19,23.263050671536263,11,175750.0,3.17,92,52791.0,6.18,0,72,0.0,False,False,-79.48198089734329,3.17,92.0,0.4448582420192499,AP31,0.21108646315994228
00:1d:aa:19:a0:74,1970-01-01 00:27:59.139850095,52.057615,-2.71498333333333,11.5,-65,AF_HEREFORD,WPA2,0,2437,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],5,0,25,14.6779926762207,10,175750.0,4.55,85,52787.5,5.62,0,150,0.0,False,False,-79.48246247692431,4.55,85.0,0.4448582420192499,AP40,0.2722932029245651
d4:76:a0:82:a6:28,1970-01-01 00:27:59.139850095,52.057615,-2.71498333333333,11.5,-70,STRNet,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0,20,21.544346900318832,10,175750.0,3.64,90,52790.0,2.68,0,24,0.0,False,False,-79.48206116060679,3.64,90.0,0.4448582420192499,AP43,0.2886492336137823
d4:76:a0:82:a6:31,1970-01-01 00:27:59.139850095,52.057615,-2.71498333333333,11.5,-69,ISEnet,WPA2,0,5280,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0,21,19.9526231496888,23,175750.0,1.75,100,52795.0,4.06,0,72,0.0,False,False,-79.48214142387029,1.75,100.0,0.4448582420192499,AP33,0.22372826419755695
ee:cb:ac:33:a1:0a,1970-01-01 00:27:59.139850096,52.057615,-2.71498333333333,11.5,-77,WilkoTeamMember,WPA2,0,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,13,36.86945064519576,20,175750.0,1.24,100,52795.0,9.29,0,150,0.0,False,False,-79.48149931776226,1.24,100.0,0.4448582420192499,AP14,0.09526821811094961
fe:cb:bc:33:a1:0a,1970-01-01 00:27:59.139850096,52.057615,-2.71498333333333,11.5,-71,WilkoRetailApps,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,19,23.263050671536263,26,175750.0,1.41,100,52795.0,7.56,0,72,0.0,False,False,-79.48198089734329,1.41,100.0,0.4448582420192499,AP22,0.14917918837363078
ea:cb:ac:33:a1:0a,1970-01-01 00:27:59.139850096,52.057615,-2.71498333333333,11.5,-77,_WilkoCustomer,OPEN,0,5200,[ESS],2,0,13,36.86945064519576,8,175750.0,2.89,95,52792.5,3.47,0,6,0.0,False,False,-79.48149931776226,2.89,95.0,0.4448582420192499,AP34,0.23050801733845508
d4:76:a0:82:8e:e8,1970-01-01 00:27:59.139850097,52.057615,-2.71498333333333,11.5,-81,STRNet,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,9,50.11872336272722,18,175750.0,0.95,100,52795.0,2.37,0,150,0.0,False,False,-79.48117826470825,0.95,100.0,0.4448582420192499,AP31,0.20731049297341517
fe:cb:ac:33:a1:0a,1970-01-01 00:27:59.139850097,52.057615,-2.71498333333333,11.5,-77,WilkoRetailApps,WPA2,0,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,13,36.86945064519576,24,175750.0,1.04,100,52795.0,1.45,0,6,0.0,False,False,-79.48149931776226,1.04,100.0,0.4448582420192499,AP35,0.2387289680486783
ea:cb:ac:33:32:fc,1970-01-01 00:27:59.139850098,52.057615,-2.71498333333333,11.5,-86,_WilkoCustomer,OPEN,0,5180,[ESS],1,0,4,73.56422544596414,12,175750.0,0.62,100,52795.0,9.3,0,18,0.0,False,False,-79.48077694839073,0.62,100.0,0.4448582420192499,AP9,0.0591250387606902
fe:cb:ac:33:32:fc,1970-01-01 00:27:59.139850098,52.057615,-2.71498333333333,11.5,-86,WilkoRetailApps,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,4,73.56422544596414,28,175750.0,0.28,100,52795.0,5.82,0,24,0.0,False,False,-79.48077694839073,0.28,100.0,0.4448582420192499,AP18,0.12063794328445869
ee:cb:ac:33:32:fc,1970-01-01 00:27:59.139850099,52.057615,-2.71498333333333,11.5,-87,WilkoTeamMember,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,3,79.43282347242814,15,175750.0,0.38,100,52795.0,5.7,0,48,0.0,False,False,-79.48069668512721,0.38,100.0,0.4448582420192499,AP18,0.12032102258619147
9a:49:14:c9:b9:f2,1970-01-01 00:27:59.139986310,52.057615,-2.71498333333333,11.5,-77,DIRECT-MBUX 42363,WPA2,2,5805,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0,13,36.86945064519576,28,101250.0,0.9,100,30445.0,2.37,1,36,0.0,False,False,-79.48149931776226,0.9,100.0,0.4448582420192499,AP43,0.29126665678505986
d4:86:60:6b:56:8b,1970-01-01 00:27:59.140016465,52.057615,-2.71498333333333,11.5,-82,BT-PFCM3N,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,8,54.116952654646376,19,175750.0,0.8,100,52795.0,3.94,0,54,0.0,False,False,-79.48109800144474,0.8,100.0,0.4448582420192499,AP26,0.17354173191953104
96:53:30:44:89:04,1970-01-01 00:27:59.140016465,52.057615,-2.71498333333333,11.5,-89,DIRECT-04-HP M277 LaserJet,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,1,92.61187281287933,22,175750.0,0.09,100,52795.0,3.85,0,24,0.0,False,False,-79.4805361586002,0.09,100.0,0.4448582420192499,AP22,0.14527712964820347
9c:31:c3:f2:f0:45,1970-01-01 00:27:59.140016465,52.057615,-2.71498333333333,11.5,-87,SKY6TWIB,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,3,79.43282347242814,10,101250.0,0.55,100,30445.0,6.28,1,48,0.0,False,False,-79.48069668512721,0.55,100.0,0.4448582420192499,AP27,0.18182788225242683
d4:86:60:6b:56:8a,1970-01-01 00:27:59.140016466,52.057615,-2.71498333333333,11.5,-92,BT-PFCM3N,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-2,116.59144011798324,5,101250.0,0.0,100,30445.0,1.71,1,48,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP36,0.24470851223046272
7a:86:60:6b:56:8c,1970-01-01 00:27:59.140016466,52.057615,-2.71498333333333,11.5,-89,BTWi-fi,OPEN,0,2462,[ESS],1,0,1,92.61187281287933,10,175750.0,0.18,100,52795.0,4.04,0,18,0.0,False,False,-79.4805361586002,0.18,100.0,0.4448582420192499,AP21,0.14253460699104037
72:86:60:6b:56:8b,1970-01-01 00:27:59.140016466,52.057615,-2.71498333333333,11.5,-92,BTWi-fi,OPEN,2,5180,[ESS],1,0,-2,116.59144011798324,23,101250.0,0.0,100,30445.0,3.05,0,54,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP33,0.21989369741564793
72:86:60:6b:56:8c,1970-01-01 00:27:59.140016467,52.057615,-2.71498333333333,11.5,-92,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0,-2,116.59144011798324,18,101250.0,0.0,100,30445.0,6.71,1,36,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP23,0.15211591963787016
d4:da:cd:c1:32:6a,1970-01-01 00:27:59.140016467,52.057615,-2.71498333333333,11.5,-94,SKY6TWIB,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-4,135.93563908785256,9,175750.0,0.0,100,52795.0,9.83,0,72,0.0,False,False,-79.48013484228268,0.0,100.0,0.4448582420192499,AP2,0.016753590325018896
f2:ed:54:07:2f:bb,1970-01-01 00:27:59.140031588,52.057615,-2.71498333333333,11.5,-89,motorola one vision_8187,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],1,0,1,92.61187281287933,21,175750.0,0.09,100,52795.0,1.57,0,12,0.0,False,False,-79.4805361586002,0.09,100.0,0.4448582420192499,AP28,0.18749935187042568
9a:49:14:d9:b9:f2,1970-01-01 00:27:59.140036614,52.057615,-2.71498333333333,11.5,-68,DIRECT-MBUX 42363,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0,22,18.478497974222908,6,175750.0,6.29,84,52787.0,7.01,0,6,0.0,False,True,-79.4822216871338,6.29,84.0,0.4448582420192499,AP38,0.2539980533356848
8a:5a:85:3e:2c:56,1970-01-01 00:27:59.140061726,52.057615,-2.71498333333333,11.5,-89,DIRECT-BMW 36119,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,1,92.61187281287933,6,175750.0,0.29,100,52795.0,2.69,0,54,0.0,False,False,-79.4805361586002,0.29,100.0,0.4448582420192499,AP25,0.1684830463771414
ea:cb:bc:33:32:fc,1970-01-01 00:27:59.140106925,52.057615,-2.71498333333333,11.5,-82,_WilkoCustomer,OPEN,0,2412,[ESS],1,0,8,54.116952654646376,10,175750.0,1.45,100,52795.0,5.59,0,54,0.0,False,False,-79.48109800144474,1.45,100.0,0.4448582420192499,AP22,0.14859059091820898
